,Year_Reported,Account_Number,Organization,City,Country,CDP_Region,Reporting_Authority,Access,City_emissions_invent,Accounting_year,Admin_city_boundary,Invent_boundary_to_Admini_city_boundary,Primary_Protocol,Protocol_Comment,Common_Reporting_Format,Gases_Included,Direct_emissions_1,Direct_emissions_2,Indirect_emissions_1,Indirect_emissions_2,Emissions_occurring_outside_1,Emissions_occurring_outside_2,TOTAL_Scope_1,TOTAL_Scope_2,TOTAL_Scope_3,TOTAL_Scope_1_2,TOTAL_Scope_1_2_3,Change_in_emissions,Reason_for_change,Land_area_km,Population,Population_Year,City_Location,Last_update.,Scope1,Scope2,Scope3,Outside_City,long,lat,City.Location
2117,2021,53254,City of Hobart,City of Hobart,Australia,Southeast Asia and Oceania,Unknown,public,Yes,20170701  20180630,City  Municipality,Same covers entire city and nothing else,Regional or country specific methodology,The Southern Tasmanian Councils Authority representing 12 councils across southern Tasmania developed a method for quantifying community energy use greenhouse gas emissions in 2018 This community inventory is based on this approach The method was peer reviewed in 2019 and was found to be in keeping with the GPC,Unknown,CH4 CO2 N20,0,376929,0,105738,0,0,0,0,0,0,482667,Decreased,Behavioural change,7791,53684,2020,147281 428901,1042021 923,376929,0,105738,0,147.281,-42.8901,147.281 -42.8901
2119,2021,44210,Yeosu Metropolitan Government,Yeosu Metropolitan Government,Republic of Korea,East Asia,Unknown,public,Yes,20170101  20171231,City  Municipality,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Yeosu city was calculated according to the Guidelines for Calculating Local GHG Emissions developed by the Korea Environment Corporation under the Ministry of Environment of the Republic of Korea based on the 2006 IPCC guidelinesThis is the guideline that obtained the greenhouse gas reporting standard certification from the World Resources Research Institute WRI in 2019Acquisition certification stage is the second highest level of reliability out of three stages,Unknown,CH4 CO2 HFCs N20 PFCs SF6,0,38090341,0,0,0,12415537,38090339,12415540,0,0,101011757,Increased,Increased energyelectricity consumption,512.3,280242,2020,,1042021 923,76180680,12415540,0,12415537,,,
2124,2021,50543,Halifax Regional Municipality NS,Halifax Regional Municipality NS,Canada,North America,Unknown,public,Yes,20160101  20161231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,HRMs emissions calculation methodology is entirely based on the GPC Protocol The 2016 emissions inventory provided here was developed as the baseline inventory for HRMs HalifACT 2050 Climate Action Plan which represents the municipalitys longterm mitigation and adaptation strategy HRM has retained the technical expertise of a skilled team of external consultants Sustainability Solutions Group to develop this inventory using a sophisticated energy  emissions modelling tool called CityInSight This tool builds a longterm energy  emissions profile for the municipality using population and employment data and projections detailed energy consumption information based on building archetypes and zoning induced traffic demand projections and detailed information on energy useproduction waste and wastewater production based on all building stock in the municipality,Unknown,CH4 CO2 N20,136181,2221753,727,3120821,53,305741,0,0,0,0,5785276,Decreased,Improved data accuracy,5600,421939,2017,635714 446478,1042021 923,2357934,727,3120821,305794,-63.5714,44.6478,-63.5714 44.6478
2127,2021,46473,City of Zaragoza,City of Zaragoza,Spain,Europe,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Unknown,Unknown,CH4 CO2 N20,0,1843765.07,0,392833.24,0,0,0,0,0,0,2236598.31,Decreased,Policy change,973.8,681877,2020,088701 416086,1042021 923,1843765.07,0,392833.24,0,-0.88701,41.6086,-0.88701 41.6086
2131,2021,59151,City of Akureyri,City of Akureyri,Iceland,Europe,Unknown,public,Yes,20200101  20201231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Using CIRIS,Unknown,CH4 CO2 HFCs N20 NF3 PFCs SF6,0,131764,0,6347,0,12838,0,0,0,0,150949,Decreased,Technological change,136,19219,2020,181262 656885,1042021 923,131764,0,6347,12838,-18.1262,65.6885,-18.1262 65.6885
2132,2021,54403,City of Tampere,City of Tampere,Finland,Europe,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,Other please specify Covenant of Mayors Guidebook How to develope a Sustainable Energy and Climate Action Plan,The City of Tampere monitors it emissions annually following a nationally widely used method called the CO2report In addition to that the city has committed to the Covenant of Mayors and developed its Sustainable Energy and Climate Action Plan following the CoM methodology Following this methodology the city has calculated its emissions from BEI 1990  MEI1 2016 and MEI2 2019 The CoM methodology is very similar to the methodology used in the CO2report and the CO2report calculations have been modified to follow the CoM methodology,Unknown,CH4 CO2 N20,486115,410768,0,623850,0,0,0,0,0,0,1520733,Decreased,Other please specify,689.59,241800,2021,23761 614978,1042021 923,896883,0,623850,0,23.761,61.4978,23.761 61.4978
2135,2021,54037,City of Des Moines IA,City of Des Moines IA,United States of America,North America,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Unknown,Unknown,CH4 CO2 N20,0,1328927.89,0,1259505.19,0,8872.07,0,0,0,0,2597305.15,Increased,Other please specify Increased in some areas decreased in others remained relatively stable,82.6,215636,2019,,1042021 923,1328927.89,0,1259505.19,8872.07,,,
2138,2021,54075,City of Lakewood CO,City of Lakewood CO,United States of America,North America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Unknown,CH4 CO2 N20,0,827143,0,653793.8,0,0,0,0,0,0,1480936.8,Decreased,Other please specify Cleaner electrical grid energy sources,114.5,156500,2019,105081 397047,1042021 923,827143,0,653793.8,0,-105.081,39.7047,-105.081 39.7047
2140,2021,59563,City of Takoma Park MD,City of Takoma Park MD,United States of America,North America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Unknown,Unknown,CH4 CO2 N20,0,151435,0,0,0,0,0,0,0,0,151435,Decreased,Technological change,5.4,17765,2021,770075 389779,1042021 923,151435,0,0,0,-77.0075,38.9779,-77.0075 38.9779
2145,2021,69822,Kristianstad,Kristianstad,Sweden,Europe,Unknown,public,Yes,20180101  20181231,City  Municipality,Same covers entire city and nothing else,Regional or country specific methodology,Topdown distribution of national statistics to regional and municipal levels according to SMED Svenska MiljEmissionsData a collaboration between IVL Swedish Environmental Research Institute SCB Statistics Sweden SMHI Swedish Meteorological and Hydrological Institute and SLU Swedish University of Agricultural Sciences Complemented with local data httpextralansstyrelsenserusSvstatistikochdatanationellemissionsdatabasPagesdefaultaspx,Unknown,CH4 CO2 HFCs N20 PFCs SF6,2200,395409,0,55966,0,0,0,0,0,0,453575,Decreased,Technological change,1346,86217,2020,,1042021 923,397609,0,55966,0,,,
2147,2021,74594,City of Boynton Beach FL,City of Boynton Beach FL,United States of America,North America,Unknown,public,Yes,20200101  20201231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,The City  of Boynton Beach utilized the GPC methodology for its community inventory per GCoM requirements,Unknown,CH4 CO2 N20,0,425534,0,324793,0,35525,0,0,0,0,785852,Decreased,Change in available data,42.7,78495,2020,80216 264986,1042021 923,425534,0,324793,35525,-80.216,26.4986,-80.216 26.4986
2151,2021,50154,City of Turku,City of Turku,Finland,Europe,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Turku carries out GHG inventories covering all existing CO2 CH4 and N2O emissions from energy transportation agriculture and waste Parallel calculations have been carried out using different methodologies including EU Covenant of Mayors CoM methodology and CO2report as described in detail in Turkuüs Climate Plan 2029 SECAP For best consistency with the CRF requirements the data provided here is based on the ALas model Alueellinen Laskenta regional calculation provided by the Finnish Environment Institute SYKE In broad terms the calculation is similar to the basic level of GPC standard with agriculture Fgases and grid losses included but without the local air service included in the standard However for consistency with baseline data Fgases are excluded from the report below and local air service emissions are included according to the CO2reportIn 2019 Turku reported GHG emissions using the CoM methodology following the recommendation of CDP representatives In previous years another methodology CO2report has been used The emissions have been estimated for 1990 and 2015 using the CoM methodology whereas emissions following CO2report methodology are available for a more comprehensive timeseries 1990 2000 2008  2018 For the time being ALas model covers the years from 2005 onwardDespite the minor differences in the methodologies and differencies in the update cycle and data coverage all the models show very similar declining progress towards the carbon neutrality target We are committed to improve the data and methodologies in collaboration with expert organisations in Finland and beyond,Unknown,CH4 CO2 N20,0,390100,0,353800,0,0,0,0,0,0,743900,Decreased,Technological change,246,194000,2020,222666 604518,1042021 923,390100,0,353800,0,22.2666,60.4518,22.2666 60.4518
2154,2021,834278,Municipality of Resistencia,Municipality of Resistencia,Argentina,Latin America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Se utiliz la herramienta de clculo desarrollada por la Red Argentina de Municipios frente al Cambio Climtica que fue diseada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas,Unknown,CH4 CO2 N20,0,523033.04,0,246184.52,0,164041.22,0,0,0,0,933258.78,Increased,Improved data accuracy,190,305461,2018,,1042021 923,523033.04,0,246184.52,164041.22,,,
2157,2021,54348,The Local Government of Quezon City,The Local Government of Quezon City,Philippines,Southeast Asia and Oceania,Unknown,public,Yes,20160101  20161231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,C40 WRI and ICLEI  launched the  Global Protocol for Community Greenhouse Gas Emissions Inventories GPC in 2014 to support cities to develop robust  comprehensive and consistent inventories  In line with this C40 designed a tool which has been  reviewed by WRI to conform  with the GHG protocol for cities  known as the City Inventory Reporting and Information System CIRIS tool  to support cities in reporting citywide GHG emissions based from the GPC requirements,Unknown,CH4 CO2 N20,0,5323322,0,2691044,0,0,0,0,0,0,8014366,This is our first year of calculation,Lack of knowledge overcome,161.12,2960048,2020,120862 156835,1042021 923,5323322,0,2691044,0,120.862,15.6835,120.862 15.6835
2160,2021,834403,Municipality of San Martn de los Andes,Municipality of San Martn de los Andes,Argentina,Latin America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Se utiliz la herramienta de clculo desarrollada por la Red Argentina de Municipios frente al Cambio Climtica que fue diseada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas,Unknown,CH4 CO2 N20,0,196577.68,0,36260.06,0,17852.68,0,0,0,0,250690.42,Increased,Other please specify,144.31,37078,2018,,1042021 923,196577.68,0,36260.06,17852.68,,,
2161,2021,73695,Uranga,Uranga,Argentina,Latin America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Excel Se utiliz la herramienta de clculo desarrollada por la Red Argentina de Municipios frente al Cambio Climtica que fue diseada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas,Unknown,CH4 CO2 N20,0,1022920,0,1001.52,0,181.22,0,0,0,0,1024102.74,Increased,Change in calculation following verification,70.22,902,2018,,1042021 923,1022920,0,1001.52,181.22,,,
2166,2021,840075,Unley City Council,Unley City Council,Australia,Southeast Asia and Oceania,Unknown,public,Yes,20180701  20190630,Local government area within a greater city  metropolitan area,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Using the Snapshot community climate tool developed by Ironbark Sustainability  Beyond Zero Emissions and ICLEI  For the initial development of this tool for use in South Australian LGAs a financial contribution from a collaboration of local governments including City of Unley in 2019 Snapshot data has been put into the City Inventory Reporting and Information System CIRIS for the purpose of CDP reporting requirements,Unknown,CH4 CO2 N20,0,160000,0,185000,0,19000,0,0,0,0,364000,This is our first year of calculation,,14.4,39416,2020,1386 3495,1042021 923,160000,0,185000,19000,138.6,-34.95,138.6 -34.95
